Age,Gender,District,Education_Level,Qualification,Years_Experience,Languages_Spoken,Care_Category,Care_Service_Type,Preferred_Time,Expected_Salary,Match_Decision
34,Female,Kegalle,Diploma,Diploma in Caregiving,0.8,"Sinhala,English",Disability care,Looking after,Half-day,22544.0,Accepted
28,Male,Kegalle,Diploma,NVQ Level 3,0.9,"Sinhala,English",Domestic support,Unknown,Hourly,36849.0,Accepted
25,Male,Kurunegala,Secondary/Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Half-day,63136.0,Accepted
27,Male,Colombo,Diploma,NVQ Level 3,0.9,"Sinhala,English",Patient care,Looking after,Hourly,46367.0,Rejected
31,Female,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",0.4,"Sinhala,English",Elderly care,Looking after,Half-day,34817.0,Accepted
24,Male,Gampaha,Diploma,NVQ Level 3,2.8,"Sinhala,English",Elderly care,Looking after,Half-day,51304.0,Accepted
28,Male,Kegalle,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Supervising,Full-day,29318.0,Accepted
39,Male,Vavuniya ,Diploma,"First Aid Certificate,Diploma in Caregiving",4.2,"Sinhala,English","Palliative care,Domestic support",Supervising,Full-day,55127.0,Accepted
28,Male,Colombo,Diploma,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Half-day,0.0,Accepted
50,Male,Kegalle,Diploma,"First Aid Certificate,Diploma in Caregiving",3.0,"Sinhala,English",Disability care,Looking after,Half-day,29230.0,Accepted
35,Male,Colombo,Secondary,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Hourly,58961.0,Rejected
42,Female,Colombo,Degree,NVQ Level 3,0.6,"Sinhala,English",Elderly care,All-around,Full-day,15091.0,Accepted
37,Female,Colombo,Diploma,NVQ Level 3,3.5,"Sinhala,English",Elderly care,Looking after,Full-day,73735.0,Accepted
33,Male,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",3.2,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,49714.0,Accepted
23,Male,Kegalle,Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Half-day,0.0,Rejected
24,Male,Jaffna,Diploma,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Unknown,Full-day,66430.0,Accepted
34,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,All-around,Full-day,65778.0,Rejected
38,Male,Galle,Diploma,NVQ Level 3,2.3,"Sinhala,English",Elderly care,All-around,Full-day,52678.0,Accepted
39,Male,Kegalle,Diploma,NVQ Level 3,3.4,"Sinhala,English",Patient care,Supervising,Full-day,36809.0,Accepted
33,Female,Colombo,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Half-day,30523.0,Accepted
20,Male,Colombo,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Hourly,42199.0,Rejected
36,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",2.1,"Sinhala,English",Child care,Looking after,Half-day,76375.0,Accepted
41,Male,Colombo,Diploma,NVQ Level 3,3.1,"Sinhala,English",Elderly care,Looking after,Half-day,34974.0,Accepted
31,Male,Colombo,Diploma/Degree,Short caregiving course,3.0,"Sinhala,English",Elderly care,Looking after,Live-in,22317.0,Accepted
37,Male,Colombo,Diploma,NVQ Level 3,0.9,"Sinhala,English",Elderly care,Looking after,Full-day,26504.0,Accepted
32,Male,Gampaha,Secondary/Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Half-day,57208.0,Accepted
40,Female,Colombo,Short Course,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,18936.0,Accepted
28,Male,Ratnapura,Diploma,Diploma in Caregiving,2.4,"Sinhala,English",Elderly care,Looking after,Half-day,8562.0,Accepted
41,Male,Colombo,Secondary/Diploma,NVQ Level 3,3.9,"Sinhala,English",Elderly care,Looking after,Half-day,53198.0,Accepted
35,Male,Kalutara,Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Half-day,44694.0,Accepted
23,Male,Kalutara,Diploma,NVQ Level 3,0.4,"Sinhala,English",Patient care,All-around,Hourly,10340.0,Rejected
29,Male,Kalutara,Diploma,NVQ Level 3,1.0,"Sinhala,English",Elderly care,Looking after,Hourly,25259.0,Rejected
38,Male,Colombo,Secondary/Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Live-in,83453.0,Accepted
23,Female,Colombo,Short Course,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Unknown,Half-day,43419.0,Accepted
38,Male,Colombo,Short Course,NVQ Level 3,2.2,"Sinhala,English",Disability care,All-around,Full-day,62089.0,Accepted
27,Male,Colombo,Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Hourly,48333.0,Rejected
30,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,37859.0,Rejected
34,Female,Colombo,Secondary,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Hourly,39290.0,Rejected
43,Female,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",1.8,"Sinhala,English",Patient care,All-around,Full-day,57423.0,Accepted
47,Male,Colombo,Secondary/Diploma,NVQ Level 3,4.8,"Sinhala,English",Elderly care,Looking after,Half-day,39574.0,Accepted
38,Male,Gampaha,Secondary/Diploma,NVQ Level 3,2.4,"Sinhala,English",Elderly care,Looking after,Half-day,85202.0,Accepted
50,Female,Ratnapura,Diploma,NVQ Level 3,3.3,"Sinhala,English","Palliative care,Domestic support",All-around,Full-day,68968.0,Accepted
35,Female,Colombo,Secondary,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Full-day,37689.0,Rejected
20,Female,Kalutara,Secondary/Diploma,NVQ Level 3,0.9,"Sinhala,English",Elderly care,Looking after,Half-day,70574.0,Rejected
46,Female,Colombo,Short Course,"NVQ Level 3,Diploma in Caregiving",2.0,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,20358.0,Accepted
43,Male,Ratnapura,Diploma,NVQ Level 3,3.0,"Sinhala,English",Patient care,All-around,Full-day,73942.0,Accepted
36,Male,Colombo,Diploma,NVQ Level 3,3.6,"Sinhala,English",Elderly care,Looking after,Hourly,59360.0,Accepted
26,Female,Gampaha,Degree,Diploma in Caregiving,1.3,"Sinhala,English",Elderly care,Looking after,Half-day,41291.0,Accepted
20,Male,Ratnapura,Diploma,NVQ Level 3,0.4,"Sinhala,English",Patient care,Supervising,Full-day,49956.0,Rejected
28,Male,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,38.0,Accepted
39,Male,Matara,Diploma/Short Course,NVQ Level 3,0.6,"Sinhala,English",Elderly care,Looking after,Live-in,73692.0,Accepted
35,Male,Vavuniya,Diploma,NVQ Level 3,5.1,Sinhala,"Elderly care,Disability care",All-around,Live-in,51630.0,Accepted
43,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",0.9,"Sinhala,English",Child care,Looking after,Half-day,50351.0,Accepted
34,Female,Colombo,Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,All-around,Full-day,24998.0,Rejected
24,Male,Kegalle,Diploma,NVQ Level 3,1.0,"Sinhala,English",Elderly care,Looking after,Full-day,39754.0,Accepted
27,Female,Kurunegala,Secondary/Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Half-day,74967.0,Accepted
24,Male,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Hourly,31834.0,Accepted
29,Male,Colombo,Secondary/Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,57160.0,Accepted
32,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",3.8,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,13715.0,Accepted
32,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,32387.0,Rejected
28,Male,Matara,Secondary/Short Course,NVQ Level 3,5.3,"Sinhala,English",Elderly care,Looking after,Half-day,24410.0,Accepted
31,Male,Kegalle,Diploma,NVQ Level 3,3.9,"Sinhala,English",Patient care,Looking after,Full-day,36838.0,Accepted
24,Male,Kegalle,Diploma,Diploma in Caregiving,3.3,"Sinhala,English",Disability care,Looking after,Full-day,0.0,Accepted
45,Male,Kegalle,Diploma,NVQ Level 3,3.0,"Sinhala,English",Disability care,Looking after,Half-day,0.0,Accepted
29,Male,Kurunegala,Secondary/Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Half-day,47509.0,Rejected
22,Male,Kegalle,Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Unknown,Full-day,47428.0,Accepted
48,Female,Colombo,Degree,NVQ Level 3,0.3,"Sinhala,English","Palliative care,Domestic support",Looking after,Full-day,29198.0,Accepted
31,Female,Colombo,Short Course,NVQ Level 3,0.8,"Sinhala,English","Elderly care,Patient care",All-around,Unknown,96603.0,Accepted
44,Male,Gampaha,Secondary/Diploma,"NVQ Level 3,Diploma in Caregiving",0.9,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,54791.0,Accepted
44,Female,Colombo,Degree,Short caregiving course,3.3,"Sinhala,English",Elderly care,All-around,Full-day,77505.0,Accepted
39,Female,Colombo,Short Course,NVQ Level 3,0.0,Sinhala,Elderly care,All-around,Full-day,87834.0,Accepted
33,Female,Colombo,Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Half-day,16309.0,Accepted
23,Male,Colombo,Diploma,NVQ Level 3,3.1,"Sinhala,English",Elderly care,Looking after,Half-day,26653.0,Accepted
30,Male,Kurunegala,Diploma,NVQ Level 3,2.2,"Sinhala,English",Elderly care,Looking after,Hourly,9247.0,Accepted
39,Female,Colombo,Secondary/Diploma,"NVQ Level 3,Diploma in Caregiving",0.7,"Sinhala,English",Elderly care,Looking after,Half-day,91589.0,Accepted
28,Female,Colombo,Diploma,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Half-day,89762.0,Accepted
40,Female,Colombo,Degree,NVQ Level 3,4.1,"Sinhala,English",Patient care,All-around,Full-day,73957.0,Accepted
28,Female,Colombo,Secondary/Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,32218.0,Rejected
28,Female,Colombo,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Full-day,57802.0,Accepted
30,Female,Colombo,Short Course,"NVQ Level 3,Diploma in Caregiving",1.8,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,40592.0,Accepted
39,Male,Kegalle,Diploma,NVQ Level 3,3.4,"Sinhala,English",Disability care,Looking after,Half-day,39637.0,Accepted
31,Female,Gampaha,Secondary/Diploma,NVQ Level 3,0.3,"Sinhala,English",Child care,Looking after,Half-day,5199.0,Accepted
27,Male,Jaffna,Diploma,NVQ Level 3,3.5,"Sinhala,English",Patient care,All-around,Full-day,30731.0,Accepted
26,Male,Gampaha,Secondary/Diploma,NVQ Level 3,1.9,"Sinhala,English",Child care,Looking after,Half-day,7614.0,Accepted
38,Female,Colombo,Secondary/Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Half-day,41083.0,Accepted
33,Male,Kalutara,Diploma,NVQ Level 3,3.6,"Sinhala,English",Elderly care,Looking after,Full-day,33588.0,Accepted
39,Female,Colombo,Secondary/Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,All-around,Full-day,65186.0,Rejected
34,Female,Kalutara,Diploma,NVQ Level 3,1.3,"Sinhala,English",Child care,Looking after,Half-day,56821.0,Accepted
31,Male,Kurunegala,Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Half-day,64430.0,Rejected
29,Male,Kegalle,Diploma,Diploma in Caregiving,0.1,"Sinhala,English",Domestic support,Supervising,Hourly,30741.0,Accepted
34,Female,Kandy,Diploma,"NVQ Level 3,Diploma in Caregiving",3.2,"Sinhala,English",Elderly care,Looking after,Half-day,32930.0,Accepted
51,Male,Gampaha,Secondary/Diploma,Short caregiving course,3.8,"Sinhala,English",Elderly care,Looking after,Half-day,61372.0,Accepted
33,Female,Colombo,Degree,NVQ Level 3,0.0,"Sinhala,English",Child care,Looking after,Half-day,64790.0,Accepted
33,Female,Ratnapura,Degree,NVQ Level 3,0.9,"Sinhala,English",Patient care,Looking after,Full-day,57902.0,Accepted
40,Female,Colombo,Diploma,NVQ Level 3,4.8,"Sinhala,English",Patient care,All-around,Full-day,52763.0,Accepted
38,Male,Colombo,Short Course,"NVQ Level 3,Diploma in Caregiving",1.8,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,48363.0,Accepted
30,Male,Kegalle,Diploma,NVQ Level 3,4.6,"Sinhala,English",Elderly care,Looking after,Hourly,26354.0,Accepted
33,Male,Gampaha,Diploma,NVQ Level 3,2.7,"Sinhala,English",Elderly care,Looking after,Hourly,18838.0,Accepted
25,Female,Colombo,Secondary/Diploma,NVQ Level 3,0.5,"Sinhala,English",Child care,Looking after,Half-day,67248.0,Accepted
55,Male,Matara,Secondary/Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,All-around,Full-day,38023.0,Accepted
22,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,91074.0,Rejected
29,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,All-around,Full-day,72023.0,Rejected
45,Female,Colombo,Short Course,Short caregiving course,2.0,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,58450.0,Accepted
24,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,0.0,Accepted
34,Male,Colombo,Short Course,NVQ Level 3,1.9,"Sinhala,English",Elderly care,Looking after,Full-day,75266.0,Accepted
25,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,57382.0,Rejected
28,Male,Colombo,Secondary,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,22800.0,Rejected
37,Female,Kandy,Degree,"NVQ Level 3,Diploma in Caregiving",1.1,"Sinhala,English","Elderly care,Child care",Looking after,Half-day,28804.0,Accepted
31,Male,Kurunegala,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Hourly,0.0,Rejected
27,Female,Gampaha,Short Course,"NVQ Level 4,Diploma in Caregiving",0.9,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,30541.0,Accepted
26,Female,Colombo,Secondary,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,31525.0,Rejected
26,Male,Galle,Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,All-around,Full-day,41306.0,Accepted
27,Female,Colombo,Degree,NVQ Level 3,0.0,Sinhala,"Elderly care,Domestic support",All-around,Full-day,69888.0,Accepted
32,Male,Galle,Diploma,NVQ Level 3,1.5,"Sinhala,English",Elderly care,All-around,Full-day,44097.0,Accepted
35,Female,Colombo,Degree,NVQ Level 3,0.6,"Sinhala,English",Patient care,Looking after,Full-day,88486.0,Accepted
33,Male,Colombo,Short Course,Short caregiving course,3.2,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,65352.0,Accepted
29,Female,Galle,Short Course,NVQ Level 3,4.2,"Sinhala,English",Disability care,Unknown,Half-day,48992.0,Accepted
30,Female,Colombo,Secondary,"NVQ Level 3,Diploma in Caregiving",0.3,"Sinhala,English",Elderly care,Looking after,Half-day,101301.0,Accepted
29,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,45400.0,Rejected
38,Female,Colombo,Degree,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Full-day,63741.0,Accepted
26,Female,Colombo,Diploma,NVQ Level 3,0.2,"Sinhala,English",Patient care,All-around,Full-day,65120.0,Accepted
42,Male,Gampaha,Secondary/Diploma,NVQ Level 3,4.4,"Sinhala,English",Elderly care,Looking after,Half-day,30423.0,Accepted
29,Female,Colombo,Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Full-day,39539.0,Rejected
32,Male,Colombo,Diploma,NVQ Level 3,3.5,"Sinhala,English",Elderly care,Looking after,Full-day,21274.0,Accepted
25,Female,Colombo,Secondary/Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Half-day,54949.0,Accepted
38,Female,Kalutara,Degree,NVQ Level 3,0.6,"Sinhala,English",Child care,Looking after,Half-day,43521.0,Accepted
39,Male,Gampaha,Degree,NVQ Level 3,3.3,"Sinhala,English",Elderly care,Looking after,Half-day,78113.0,Accepted
31,Female,Colombo,Diploma,NVQ Level 3,3.3,"Sinhala,English",Patient care,Supervising,Full-day,41660.0,Accepted
30,Male,Colombo,Secondary,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Hourly,0.0,Rejected
31,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,41070.0,Rejected
37,Female,Colombo,Diploma,NVQ Level 4,0.1,"Sinhala,English",Elderly care,Looking after,Full-day,28580.0,Rejected
53,Female,Ratnapura,Degree,"NVQ Level 3,First Aid Certificate",0.7,"Sinhala,English",Patient care,Looking after,Full-day,120387.0,Accepted
31,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Hourly,28273.0,Rejected
21,Male,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Hourly,58331.0,Rejected
51,Male,Galle,Short Course,NVQ Level 3,1.4,"Sinhala,English",Disability care,All-around,Half-day,42392.0,Accepted
33,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,All-around,Full-day,81761.0,Rejected
26,Male,Matara,Secondary/Diploma,NVQ Level 3,1.1,"Sinhala,English",Elderly care,Looking after,Half-day,50235.0,Accepted
24,Male,Galle,Short Course,NVQ Level 3,0.2,"Sinhala,English",Elderly care,All-around,Full-day,27183.0,Accepted
25,Male,Gampaha,Diploma,Diploma in Caregiving,3.8,"Sinhala,English","Patient care,Palliative care",Looking after,Hourly,0.0,Accepted
28,Male,Colombo,Secondary,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Hourly,42669.0,Rejected
28,Female,Kalutara,Diploma,NVQ Level 3,1.3,"Sinhala,English",Child care,Looking after,Half-day,53385.0,Accepted
37,Male,Matara,Secondary/Diploma,NVQ Level 3,2.6,"Sinhala,English",Elderly care,Looking after,Live-in,9399.0,Accepted
26,Male,Kegalle,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,46106.0,Accepted
24,Female,Hambantota,Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Unknown,Hourly,50875.0,Rejected
48,Male,Monaragala,Diploma/Short Course,NVQ Level 3,4.1,"Sinhala,English",Elderly care,All-around,Hourly,16958.0,Accepted
27,Male,Colombo,Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Hourly,0.0,Rejected
28,Male,Kegalle,Diploma,Diploma in Caregiving,0.8,"Sinhala,English",Disability care,Looking after,Half-day,28046.0,Accepted
26,Female,Ratnapura,Diploma,NVQ Level 3,0.0,"Sinhala,English",Patient care,Supervising,Hourly,22107.0,Rejected
32,Male,Gampaha,Secondary/Diploma,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Half-day,79462.0,Accepted
47,Male,Gampaha,Short Course,NVQ Level 3,2.1,"Sinhala,English",Disability care,Looking after,Half-day,82624.0,Accepted
49,Male,Colombo,Diploma,NVQ Level 3,2.5,"Sinhala,English","Elderly care,Disability care",Looking after,Full-day,60188.0,Accepted
27,Male,Colombo,Diploma,NVQ Level 3,3.2,"Sinhala,English",Elderly care,Looking after,Hourly,27662.0,Accepted
33,Female,Colombo,Diploma,NVQ Level 3,0.7,"Sinhala,English",Elderly care,All-around,Full-day,42786.0,Accepted
44,Male,Monaragala,Diploma,NVQ Level 3,4.6,"Sinhala,English",Elderly care,All-around,Full-day,3904.0,Accepted
57,Male,Matara,Secondary/Short Course,Short caregiving course,4.8,"Sinhala,English",Elderly care,Looking after,Live-in,91517.0,Accepted
30,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,30755.0,Accepted
44,Male,Matara,Secondary/Diploma,NVQ Level 3,3.2,"Sinhala,English",Elderly care,Looking after,Half-day,54538.0,Accepted
27,Female,Kalutara,Degree,"NVQ Level 4,Diploma in Caregiving",1.6,"Sinhala,English",Child care,Looking after,Half-day,29619.0,Accepted
21,Female,Colombo,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Full-day,25003.0,Rejected
37,Male,Monaragala,Degree,Diploma in Caregiving,4.2,"Sinhala,English",Elderly care,Looking after,Hourly,22998.0,Accepted
43,Male,Matara,Secondary/Short Course,NVQ Level 3,4.6,"Sinhala,English",Elderly care,Looking after,Live-in,42879.0,Accepted
20,Male,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Hourly,0.0,Rejected
28,Male,Colombo,Secondary,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,63524.0,Rejected
43,Male,Colombo,Diploma,NVQ Level 3,3.2,"Sinhala,English",Elderly care,Looking after,Full-day,25694.0,Accepted
33,Male,Colombo,Secondary,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Hourly,45050.0,Rejected
25,Female,Colombo,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Supervising,Full-day,29034.0,Rejected
31,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,57868.0,Rejected
31,Female,Kurunegala,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,44490.0,Rejected
30,Male,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",2.2,"Sinhala,English",Elderly care,Looking after,Half-day,35492.0,Accepted
53,Female,Colombo,Secondary/Diploma,NVQ Level 3,1.4,Sinhala,Elderly care,Looking after,Full-day,77628.0,Accepted
31,Male,Kegalle,Diploma,NVQ Level 3,4.0,"Sinhala,English",Disability care,Looking after,Full-day,52731.0,Accepted
25,Male,Kegalle,Diploma,Diploma in Caregiving,0.6,"Sinhala,English",Disability care,Looking after,Half-day,0.0,Accepted
33,Male,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",4.0,"Sinhala,English",Elderly care,Looking after,Full-day,44506.0,Accepted
30,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,81795.0,Rejected
39,Male,Gampaha,Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Half-day,59543.0,Accepted
26,Female,Colombo,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,All-around,Full-day,19749.0,Rejected
36,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",4.2,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,36156.0,Accepted
44,Male,Gampaha,Secondary/Diploma,NVQ Level 3,4.6,"Sinhala,English",Elderly care,Looking after,Half-day,57823.0,Accepted
27,Male,Kurunegala,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Hourly,12902.0,Rejected
46,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,59849.0,Accepted
44,Male,Colombo,Diploma,NVQ Level 3,3.5,"Sinhala,English",Elderly care,All-around,Full-day,40573.0,Accepted
35,Male,Galle,Short Course,NVQ Level 3,3.1,Sinhala,"Elderly care,Disability care,Domestic support",All-around,Full-day,25009.0,Accepted
45,Male,Colombo,Diploma,NVQ Level 3,4.2,"Sinhala,English",Elderly care,Looking after,Live-in,29471.0,Accepted
45,Male,Gampaha,Secondary/Short Course,NVQ Level 3,1.8,"Sinhala,English",Elderly care,Looking after,Half-day,26070.0,Accepted
50,Male,Matara,Secondary/Diploma,NVQ Level 3,3.8,"Sinhala,English",Elderly care,Looking after,Live-in,48927.0,Accepted
45,Female,Colombo,Short Course,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Half-day,46251.0,Accepted
50,Female,Colombo,Secondary,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Half-day,45207.0,Rejected
39,Male,Gampaha,Diploma,NVQ Level 3,0.1,"Sinhala,English",Disability care,Looking after,Half-day,68167.0,Accepted
37,Male,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",3.9,"Sinhala,English",Elderly care,Looking after,Half-day,37071.0,Accepted
32,Female,Galle,Short Course,NVQ Level 3,0.3,"Sinhala,English",Elderly care,All-around,Full-day,46763.0,Accepted
30,Male,Jaffna,Diploma,NVQ Level 3,0.9,"English,Tamil",Domestic support,Unknown,Full-day,72700.0,Accepted
34,Female,Colombo,Diploma,NVQ Level 3,0.1,"Sinhala,English",Patient care,Looking after,Full-day,68677.0,Rejected
32,Female,Colombo,Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Full-day,18458.0,Rejected
48,Female,Kandy,Degree,"NVQ Level 3,Diploma in Caregiving",4.3,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,74732.0,Accepted
37,Female,Kalutara,Short Course/Degree,"NVQ Level 3,First Aid Certificate,Diploma in Caregiving",2.1,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,80163.0,Accepted
30,Male,Colombo,Short Course,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Full-day,62682.0,Rejected
32,Female,Colombo,Diploma,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Full-day,86346.0,Accepted
25,Female,Colombo,Diploma,NVQ Level 3,0.6,"Sinhala,English",Elderly care,Looking after,Half-day,23602.0,Accepted
38,Female,Colombo,Short Course,Short caregiving course,3.0,"Sinhala,English","Disability care,Patient care",All-around,Full-day,76429.0,Accepted
33,Female,Colombo,Short Course,NVQ Level 3,4.0,"Sinhala,English",Elderly care,Looking after,Half-day,14190.0,Accepted
36,Male,Colombo,Diploma,NVQ Level 3,2.8,"Sinhala,English",Elderly care,Looking after,Full-day,51154.0,Accepted
46,Male,Kegalle,Diploma,Short caregiving course,2.0,"Sinhala,English",Disability care,Looking after,Full-day,79343.0,Accepted
28,Male,Colombo,Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,All-around,Full-day,40445.0,Rejected
32,Male,Kalutara,Diploma,NVQ Level 3,1.1,"Sinhala,English",Elderly care,Looking after,Half-day,15391.0,Accepted
36,Female,Colombo,Short Course,NVQ Level 3,0.8,"Sinhala,English","Elderly care,Patient care",All-around,Half-day,67148.0,Accepted
35,Male,Ratnapura,Diploma,NVQ Level 3,0.5,"Sinhala,English","Patient care,Palliative care",Supervising,Hourly,45489.0,Accepted
51,Male,Vavuniya,Diploma,Short caregiving course,5.7,"Sinhala,English","Elderly care,Disability care",Looking after,Full-day,103599.0,Accepted
46,Male,Kalutara,Diploma,NVQ Level 3,5.9,Sinhala,"Elderly care,Disability care",All-around,Full-day,19724.0,Accepted
30,Female,Colombo,Diploma,NVQ Level 3,1.3,"Sinhala,English",Elderly care,Looking after,Half-day,47698.0,Accepted
44,Male,Colombo,Diploma,NVQ Level 3,5.1,Sinhala,Elderly care,All-around,Full-day,23977.0,Accepted
24,Male,Gampaha,Short Course,Diploma in Caregiving,1.3,"Sinhala,English",Disability care,Looking after,Half-day,47487.0,Accepted
