Age,Gender,District,Educational_Level,Qualifications,Years_Experience,Languages_Spoken,Care_Category,Care_Service_Type,Preferred_Time,Expected_Salary,Match_Desicion
26,Female,Colombo,Degree,NVQ Level 3,0.8,"Sinhala,English",Elderly care,All-around,Half-day,58504.0,Accepted
30,Male,Galle,Diploma/Short Course,NVQ Level 3,0.7,"Sinhala,English",Disability care,Looking after,Half-day,768.0,Accepted
28,Female,Colombo,Short Course,NVQ Level 3,0.4,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,75310.0,Accepted
28,Female,Colombo,Secondary/Short Course,NVQ Level 3,0.6,"Sinhala,English",Elderly care,Looking after,Full-day,16832.0,Accepted
36,Female,Colombo,Degree,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Full-day,17418.0,Rejected
38,Female,Colombo,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,All-around,Full-day,84984.0,Rejected
28,Female,Puttalam,Degree,NVQ Level 3,0.8,"Sinhala,English","Elderly care,Disability care,Patient care,Palliative care,Domestic support",Looking after,Half-day,14694.0,Accepted
42,Male,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",0.7,"Sinhala,English",Disability care,Looking after,Half-day,40421.0,Accepted
40,Female,Colombo,Degree,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Half-day,6648.0,Accepted
30,Female,Colombo,Degree,NVQ Level 3,0.5,"Sinhala,English",Elderly care,All-around,Full-day,100538.0,Rejected
41,Male,Colombo,Secondary/Short Course,Short caregiving course,3.8,"Sinhala,English",Elderly care,Looking after,Live-in,59207.0,Accepted
39,Male,Matara,Secondary,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Full-day,64721.0,Accepted
32,Female,Colombo,Degree,NVQ Level 3,5.8,"Sinhala,English","Elderly care,Patient care",Looking after,Full-day,68848.0,Accepted
38,Male,Colombo,Secondary/Diploma,Short caregiving course,2.7,"Sinhala,English",Elderly care,Looking after,Half-day,40085.0,Accepted
42,Female,Colombo,Degree,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Half-day,38304.0,Accepted
26,Female,Colombo,Short Course,NVQ Level 3,0.8,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,27185.0,Accepted
49,Female,Colombo,Degree,NVQ Level 4,0.0,"Sinhala,English",Elderly care,All-around,Full-day,34702.0,Accepted
51,Female,Colombo,Degree,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,11312.0,Accepted
32,Female,Colombo,Degree,NVQ Level 3,2.8,"Sinhala,English","Elderly care,Patient care",Looking after,Full-day,73367.0,Accepted
31,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,38598.0,Rejected
40,Male,Colombo,Degree,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,22607.0,Accepted
45,Male,Matara,Secondary,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Hourly,0.0,Accepted
30,Female,Galle,Secondary,NVQ Level 3,0.7,"Sinhala,English",Disability care,Looking after,Half-day,10273.0,Accepted
31,Female,Colombo,Secondary/Short Course,Short caregiving course,1.2,"Sinhala,English",Elderly care,Looking after,Full-day,45413.0,Accepted
32,Female,Colombo,Degree,NVQ Level 3,0.0,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,14659.0,Accepted
50,Male,Colombo,Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Hourly,0.0,Rejected
32,Female,Colombo,Secondary,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Full-day,4134.0,Accepted
29,Female,Colombo,Short Course,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,61466.0,Accepted
36,Male,Colombo,Degree,NVQ Level 3,3.0,"Sinhala,English",Elderly care,Looking after,Full-day,31064.0,Accepted
27,Female,Colombo,Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,All-around,Full-day,77874.0,Rejected
40,Female,Colombo,Degree,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Full-day,72087.0,Accepted
24,Female,Ratnapura,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,All-around,Hourly,0.0,Rejected
31,Male,Colombo,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Full-day,0.0,Rejected
41,Female,Colombo,Degree,NVQ Level 3,0.7,"Sinhala,English",Elderly care,All-around,Full-day,74629.0,Accepted
23,Female,Colombo,Short Course,Short caregiving course,1.8,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,30252.0,Accepted
23,Female,Galle,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,All-around,Full-day,39620.0,Rejected
21,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,70386.0,Rejected
26,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Patient care,All-around,Full-day,73643.0,Rejected
28,Female,Colombo,Short Course,NVQ Level 3,0.4,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,0.0,Accepted
46,Female,Colombo,Degree,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Half-day,18524.0,Accepted
23,Female,Ratnapura,Secondary,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Half-day,18684.0,Accepted
42,Female,Colombo,Secondary/Short Course,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Full-day,46171.0,Accepted
31,Female,Colombo,Secondary,NVQ Level 3,2.7,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,37160.0,Accepted
32,Female,Ratnapura,Diploma,Diploma in Caregiving,1.3,"Sinhala,English","Elderly care,Domestic support",All-around,Half-day,39380.0,Accepted
30,Female,Colombo,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Full-day,24946.0,Rejected
24,Female,Galle,Degree,NVQ Level 3,2.7,"Sinhala,English","Patient care,Palliative care",Looking after,Full-day,0.0,Accepted
37,Female,Colombo,Short Course,NVQ Level 4,0.2,Sinhala,Elderly care,Looking after,Full-day,65943.0,Rejected
45,Male,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",1.0,"Sinhala,English",Elderly care,All-around,Full-day,81598.0,Accepted
30,Female,Colombo,Diploma,NVQ Level 3,4.0,"Sinhala,English",Patient care,Looking after,Full-day,75706.0,Accepted
29,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,21366.0,Rejected
31,Female,Colombo,Degree,NVQ Level 3,1.2,"Sinhala,English",Elderly care,All-around,Full-day,55128.0,Rejected
32,Female,Colombo,Short Course,NVQ Level 3,0.0,"Sinhala,English",Elderly care,,,64783.0,Accepted
44,Female,Colombo,Degree,NVQ Level 4,1.5,"Sinhala,English",Elderly care,Looking after,Full-day,26116.0,Accepted
41,Female,Colombo,Short Course,Short caregiving course,3.2,"Sinhala,English","Disability care,Patient care",Looking after,Full-day,25964.0,Accepted
33,Female,Colombo,Degree,NVQ Level 3,3.7,"Sinhala,English",Patient care,Looking after,Full-day,84131.0,Accepted
33,Female,Colombo,Degree,NVQ Level 3,0.7,"Sinhala,English",Child care,Looking after,Half-day,46469.0,Accepted
43,Female,Colombo,Degree,"NVQ Level 3,First Aid Certificate",2.3,"Sinhala,English","Elderly care,Disability care,Patient care",Looking after,Full-day,100348.0,Accepted
30,Female,Colombo,Diploma,NVQ Level 3,2.2,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,58123.0,Accepted
26,Female,Colombo,Degree,NVQ Level 3,0.3,"Sinhala,English",Elderly care,All-around,Full-day,55560.0,Rejected
26,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Child care,All-around,Full-day,60767.0,Accepted
32,Female,Colombo,Short Course,Short Course,1.1,English,"Elderly care,Patient care",,,34304.0,Accepted
36,Female,Colombo,Diploma,Diploma in Caregiving,4.5,"Sinhala,English",Patient care,All-around,Full-day,68710.0,Accepted
30,Female,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",4.2,"Sinhala,English","Elderly care,Child care",Looking after,Half-day,47828.0,Accepted
37,Male,Kurunegala,Secondary/Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Hourly,15912.0,Rejected
24,Male,Kurunegala,Secondary,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Half-day,69446.0,Rejected
37,Male,Kurunegala,Secondary/Diploma,"NVQ Level 3,Diploma in Caregiving",2.2,"Sinhala,English",Child care,Looking after,Half-day,43508.0,Accepted
45,Male,Colombo,Secondary/Diploma,Short caregiving course,0.9,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,62197.0,Accepted
28,Female,Colombo,Short Course,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,40726.0,Accepted
33,Female,Colombo,Short Course,NVQ Level 3,0.4,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,53651.0,Accepted
28,Female,Kalutara,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,All-around,Half-day,48459.0,Rejected
37,Female,Colombo,Short Course,NVQ Level 4,0.0,Sinhala,Elderly care,Looking after,Full-day,0.0,Rejected
49,Male,Colombo,Secondary/Short Course,Short caregiving course,3.1,"Sinhala,English",Elderly care,Looking after,Full-day,50336.0,Accepted
48,Female,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",0.7,"Sinhala,English","Elderly care,Child care",Looking after,Half-day,104657.0,Accepted
20,Female,Colombo,Degree,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,19545.0,Accepted
42,Male,Matara,Degree,NVQ Level 3,1.0,"Sinhala,English",Elderly care,Looking after,Full-day,37229.0,Accepted
29,Female,Hambantota,Degree,NVQ Level 3,0.0,"Sinhala,English",Elderly care,All-around,Full-day,39941.0,Rejected
47,Male,Colombo,Degree,Short caregiving course,0.5,"Sinhala,English",Elderly care,Looking after,Live-in,45796.0,Accepted
29,Female,Colombo,Diploma,NVQ Level 3,0.9,"Sinhala,English","Elderly care,Patient care",Looking after,Full-day,55788.0,Accepted
37,Male,Kurunegala,Diploma/Short Course,"NVQ Level 3,Diploma in Caregiving",1.4,"Sinhala,English",Elderly care,Looking after,Hourly,29300.0,Accepted
35,Male,Colombo,Diploma,NVQ Level 3,2.3,"Sinhala,English",Elderly care,Looking after,Full-day,42846.0,Rejected
21,Female,Colombo,Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Full-day,85855.0,Rejected
39,Male,Colombo,Degree,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,71202.0,Accepted
32,Female,Colombo,Degree,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Half-day,79288.0,Accepted
25,Female,Ratnapura,Diploma,"NVQ Level 3,Diploma in Caregiving",5.0,"Sinhala,English",Patient care,All-around,Half-day,115782.0,Accepted
29,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,72771.0,Accepted
29,Female,Colombo,Degree,NVQ Level 3,0.5,"Sinhala,English",Elderly care,All-around,Full-day,66431.0,Accepted
41,Male,Matara,Secondary,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Half-day,39814.0,Accepted
33,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,All-around,Full-day,80453.0,Rejected
43,Male,Matara,Degree,NVQ Level 3,1.0,"Sinhala,English",Elderly care,Looking after,Full-day,12513.0,Accepted
37,Male,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",0.8,"Sinhala,English",Elderly care,Looking after,Full-day,69283.0,Accepted
28,Female,Gampaha,Diploma/Short Course/Degree,"NVQ Level 3,Diploma in Caregiving,Short caregiving course",0.7,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,1611.0,Accepted
29,Female,Colombo,Short Course,NVQ Level 3,2.6,"Sinhala,English",Elderly care,Looking after,Full-day,25164.0,Accepted
44,Male,Colombo,Degree,NVQ Level 3,4.3,"Sinhala,English",Elderly care,Looking after,Full-day,20795.0,Accepted
43,Female,Colombo,Degree,"NVQ Level 3,First Aid Certificate",4.2,"Sinhala,English","Elderly care,Disability care,Patient care",Looking after,Full-day,60578.0,Accepted
29,Male,Colombo,Diploma,NVQ Level 3,0.9,"Sinhala,English",Elderly care,Looking after,Full-day,46126.0,Rejected
37,Male,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",3.0,"Sinhala,English",Elderly care,Looking after,Full-day,57925.0,Accepted
39,Male,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",4.4,"Sinhala,English",Elderly care,Looking after,Full-day,88379.0,Accepted
27,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,41822.0,Rejected
26,Female,Colombo,Diploma,NVQ Level 4,0.2,"Sinhala,English",Elderly care,Looking after,Full-day,71143.0,Rejected
23,Female,Kurunegala,Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Hourly,35658.0,Rejected
35,Male,Matara,Secondary/Short Course,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Full-day,40314.0,Accepted
34,Female,Colombo,Degree,NVQ Level 3,1.9,"Sinhala,English",Patient care,All-around,Full-day,96242.0,Accepted
25,Female,Colombo,Degree,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Half-day,65961.0,Accepted
46,Female,Colombo,Short Course,NVQ Level 3,1.2,"Sinhala,English",Elderly care,Looking after,Full-day,46840.0,Accepted
20,Female,Galle,Secondary,NVQ Level 3,1.5,"Sinhala,English",Elderly care,Looking after,Half-day,19440.0,Accepted
42,Male,Colombo,Degree,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Full-day,79104.0,Accepted
28,Female,Colombo,Degree,NVQ Level 3,0.4,"Sinhala,English",Elderly care,All-around,Full-day,85705.0,Rejected
27,Female,Colombo,Short Course,NVQ Level 3,0.0,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,0.0,Accepted
31,Female,Colombo,Degree,NVQ Level 3,1.1,"Sinhala,English","Elderly care,Domestic support",All-around,Half-day,63287.0,Accepted
29,Female,Colombo,Degree,NVQ Level 3,1.1,"Sinhala,English","Elderly care,Patient care",Looking after,Full-day,10975.0,Accepted
46,Female,Kalutara,Degree,"NVQ Level 3,Diploma in Caregiving",1.5,"Sinhala,English",Child care,Looking after,Half-day,48425.0,Accepted
35,Female,Colombo,Degree,NVQ Level 3,0.7,"Sinhala,English",Elderly care,All-around,Full-day,57278.0,Rejected
43,Male,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",0.9,"Sinhala,English",Elderly care,Looking after,Half-day,27703.0,Accepted
36,Male,Matara,Secondary/Short Course,NVQ Level 3,5.2,"Sinhala,English",Elderly care,Looking after,Full-day,29688.0,Accepted
39,Female,Colombo,Degree,Short caregiving course,2.6,"Sinhala,English","Elderly care,Disability care,Patient care",Looking after,Full-day,64023.0,Accepted
27,Female,Colombo,Short Course,NVQ Level 4,0.1,"Sinhala,English",Elderly care,Looking after,Full-day,56274.0,Accepted
20,Female,Colombo,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Full-day,50817.0,Rejected
29,Female,Colombo,Degree,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Full-day,3300.0,Rejected
21,Female,Colombo,Diploma,NVQ Level 3,0.6,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,26372.0,Accepted
26,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,94496.0,Rejected
36,Female,Colombo,Diploma,NVQ Level 3,0.2,"Sinhala,English",Child care,Looking after,Half-day,23469.0,Accepted
22,Female,Colombo,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Half-day,25411.0,Accepted
39,Male,Matara,Secondary,NVQ Level 3,4.0,"Sinhala,English",Elderly care,Looking after,Hourly,38595.0,Accepted
41,Male,Colombo,Secondary/Diploma,"NVQ Level 3,Diploma in Caregiving",3.9,"Sinhala,English",Elderly care,Looking after,Full-day,64107.0,Accepted
46,Male,Colombo,Secondary/Short Course,Short caregiving course,4.2,"Sinhala,English",Disability care,Looking after,Full-day,81990.0,Accepted
30,Female,Colombo,Short Course,NVQ Level 3,3.2,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,37666.0,Accepted
24,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,38658.0,Rejected
29,Female,Colombo,Degree,NVQ Level 3,0.0,"Sinhala,English","Elderly care,Patient care",Looking after,Full-day,45058.0,Accepted
32,Male,Kurunegala,Secondary/Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Hourly,16847.0,Rejected
32,Female,Colombo,Diploma,NVQ Level 3,0.5,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,89750.0,Accepted
43,Male,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",1.1,"Sinhala,English",Elderly care,Looking after,Full-day,46079.0,Accepted
39,Female,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",2.2,"Sinhala,English",Child care,Looking after,Half-day,61765.0,Accepted
37,Male,Colombo,Diploma/Short Course,"First Aid Certificate,Diploma in Caregiving,Short caregiving course",3.3,"Sinhala,English",Disability care,Looking after,Full-day,24114.0,Accepted
39,Male,Matara,Secondary/Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Full-day,47055.0,Accepted
48,Male,Colombo,Secondary/Diploma,"NVQ Level 3,Diploma in Caregiving",1.7,"Sinhala,English",Child care,Looking after,Full-day,88080.0,Accepted
46,Male,Matara,Secondary,NVQ Level 3,1.0,"Sinhala,English",Elderly care,Looking after,Full-day,43895.0,Accepted
32,Female,Colombo,Degree,NVQ Level 3,0.3,"Sinhala,English",Elderly care,All-around,Full-day,60924.0,Rejected
20,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,All-around,Full-day,27122.0,Rejected
20,Female,Galle,Secondary,NVQ Level 3,0.7,"Sinhala,English",Disability care,Looking after,Half-day,23222.0,Accepted
32,Female,Colombo,Degree,NVQ Level 3,0.0,"Sinhala,English",Elderly care,All-around,Full-day,72375.0,Rejected
30,Female,Colombo,Short Course,NVQ Level 4,0.1,Sinhala,Elderly care,Looking after,Full-day,11493.0,Rejected
28,Male,Colombo,Secondary,NVQ Level 3,0.9,"Sinhala,English",Elderly care,Looking after,Hourly,34733.0,Rejected
29,Female,Colombo,Degree,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Full-day,86550.0,Accepted
28,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,53785.0,Rejected
49,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",1.2,"Sinhala,English",Child care,Looking after,Half-day,72010.0,Accepted
26,Female,Colombo,Secondary,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Half-day,32574.0,Accepted
27,Female,Colombo,Secondary,NVQ Level 3,1.8,"Sinhala,English","Patient care,Palliative care",Looking after,Half-day,12292.0,Accepted
31,Female,Colombo,Diploma,NVQ Level 3,4.0,"Sinhala,English","Elderly care,Patient care",Looking after,Full-day,46097.0,Accepted
26,Female,Colombo,Short Course,NVQ Level 3,0.0,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,0.0,Accepted
33,Female,Colombo,Diploma,NVQ Level 4,0.6,"Sinhala,English",Elderly care,Looking after,Full-day,78105.0,Accepted
46,Female,Colombo,Diploma/Short Course,NVQ Level 3,0.7,"Sinhala,English",Elderly care,All-around,Full-day,62384.0,Accepted
35,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",3.6,"Sinhala,English","Elderly care,Patient care",Looking after,Full-day,98433.0,Accepted
26,Female,Colombo,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Full-day,80433.0,Rejected
42,Female,Colombo,Degree,NVQ Level 3,1.3,"Sinhala,English",Child care,Looking after,Full-day,91166.0,Accepted
27,Female,Kalutara,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Half-day,19688.0,Accepted
27,Female,Colombo,Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Full-day,43998.0,Rejected
54,Male,Colombo,Secondary/Short Course,Short caregiving course,3.2,"Sinhala,English",Elderly care,Looking after,Full-day,73261.0,Accepted
26,Male,Kurunegala,Secondary,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Hourly,64298.0,Rejected
25,Female,Colombo,Diploma,NVQ Level 3,0.6,"Sinhala,English",Elderly care,All-around,Full-day,15810.0,Rejected
32,Male,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Hourly,0.0,Rejected
34,Female,Colombo,Short Course,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,15367.0,Accepted
44,Male,Colombo,Degree,NVQ Level 3,2.4,"Sinhala,English",Elderly care,Looking after,Full-day,3944.0,Accepted
46,Male,Colombo,Degree,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Full-day,68826.0,Accepted
34,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",1.0,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,88152.0,Accepted
32,Female,Colombo,Degree,NVQ Level 3,0.6,"Sinhala,English",Elderly care,Looking after,Full-day,19156.0,Accepted
34,Female,Colombo,Short Course,NVQ Level 3,0.3,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,27893.0,Accepted
35,Female,Colombo,Degree,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Half-day,58349.0,Accepted
47,Male,Colombo,Secondary/Diploma,NVQ Level 3,0.6,"Sinhala,English",Elderly care,Looking after,Full-day,32376.0,Accepted
32,Female,Colombo,Degree,NVQ Level 3,3.2,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,60674.0,Accepted
41,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",1.1,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,66516.0,Accepted
28,Female,Colombo,Short Course,Short caregiving course,4.9,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,28238.0,Accepted
44,Male,Matara,Secondary,NVQ Level 3,1.5,"Sinhala,English",Elderly care,Looking after,Half-day,17230.0,Accepted
32,Female,Colombo,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Half-day,37759.0,Rejected
27,Female,Kurunegala,Diploma,NVQ Level 3,0.3,"Sinhala,English",Child care,Looking after,Half-day,84290.0,Rejected
29,Female,Colombo,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Full-day,50681.0,Rejected
55,Male,Colombo,Secondary/Short Course,Short caregiving course,3.1,"Sinhala,English",Elderly care,Looking after,Full-day,26557.0,Accepted
49,Female,Colombo,Diploma/Short Course,"NVQ Level 3,Diploma in Caregiving",0.9,"Sinhala,English",Child care,Looking after,Half-day,61994.0,Accepted
43,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",1.5,"Sinhala,English","Elderly care,Domestic support",All-around,Half-day,56695.0,Accepted
45,Female,Colombo,Secondary,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Full-day,50424.0,Rejected
53,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",3.2,"Sinhala,English","Elderly care,Child care",Looking after,Full-day,100371.0,Accepted
31,Female,Colombo,Short Course,Short caregiving course,1.2,"Sinhala,English","Elderly care,Patient care",Looking after,Full-day,59034.0,Accepted
28,Female,Ratnapura,Secondary,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Hourly,21626.0,Accepted
39,Female,Colombo,Secondary,NVQ Level 3,1.5,"Sinhala,English",Elderly care,Looking after,Hourly,14422.0,Accepted
29,Female,Galle,Diploma,NVQ Level 3,1.4,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,70063.0,Accepted
42,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",0.9,"Sinhala,English","Elderly care,Patient care",Looking after,Full-day,70316.0,Accepted
32,Female,Colombo,Diploma,NVQ Level 3,1.0,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,55712.0,Accepted
32,Female,Colombo,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Full-day,50060.0,Rejected
42,Female,Colombo,Degree,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Half-day,18151.0,Accepted
33,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,0.0,Rejected
39,Female,Colombo,Degree,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,49489.0,Accepted
27,Female,Puttalam,Diploma,NVQ Level 3,0.7,"Sinhala,English","Elderly care,Disability care,Patient care,Palliative care,Domestic support","Cooking + looking after,All-around care",Half-day,452690.0,Accepted
37,Male,Colombo,Diploma/Short Course,Short caregiving course,3.4,"Sinhala,English",Disability care,Looking after,Full-day,38527.0,Accepted
30,Female,Colombo,Short Course,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Half-day,62438.0,Accepted
24,Female,Matara,Secondary,NVQ Level 3,1.2,"Sinhala,English",Elderly care,Looking after,Hourly,30772.0,Rejected
29,Female,Colombo,Degree,NVQ Level 3,0.5,"Sinhala,English",Elderly care,All-around,Full-day,32651.0,Rejected
43,Female,Colombo,Degree,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Full-day,72867.0,Accepted
35,Male,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",3.0,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,75239.0,Accepted
20,Female,Colombo,Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Full-day,44832.0,Rejected
47,Male,Colombo,Secondary/Short Course,Short caregiving course,3.1,"Sinhala,English",Elderly care,Looking after,Full-day,34988.0,Accepted
32,Female,Colombo,Degree,NVQ Level 3,0.8,"Sinhala,English",Elderly care,All-around,Half-day,83798.0,Accepted
31,Female,Colombo,Degree,NVQ Level 3,1.3,"Sinhala,English",Elderly care,Looking after,Half-day,24803.0,Accepted
45,Female,Colombo,Degree,NVQ Level 3,1.2,"Sinhala,English",Elderly care,Looking after,Half-day,59992.0,Accepted
31,Female,Colombo,Degree,NVQ Level 3,1.1,"Sinhala,English",Elderly care,Looking after,Full-day,16447.0,Accepted
34,Female,Colombo,Degree,NVQ Level 3,0.7,"Sinhala,English",Patient care,All-around,Full-day,49133.0,Accepted
29,Female,Colombo,Diploma,NVQ Level 4,0.7,"Sinhala,English",Elderly care,Looking after,Full-day,64383.0,Rejected
33,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,All-around,Full-day,70806.0,Rejected
36,Male,Colombo,Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Full-day,8634.0,Rejected
38,Male,Matara,Degree,NVQ Level 3,1.1,"Sinhala,English",Elderly care,Looking after,Full-day,27698.0,Accepted
25,Female,Ratnapura,Secondary,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Hourly,67655.0,Rejected
31,Female,Colombo,Degree,NVQ Level 3,1.0,"Sinhala,English",Patient care,Looking after,Full-day,6907.0,Accepted
31,Female,Colombo,Diploma,NVQ Level 4,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,57156.0,Rejected
